UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allCommonss,39,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:logged_in_user_can_get_all_ucsbdiningcommons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,72,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,73,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,74,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postCommons,78,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,104,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,105,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,106,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,107,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,108,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,109,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateCommons,113,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allCourses,43,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:logged_in_user_can_get_all_course()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteCourse,86,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:admin_can_delete_a_course()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteCourse,87,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:admin_can_delete_a_course()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,54,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteCourse$1,84,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:admin_tries_to_delete_non_existant_course_and_gets_right_error_message()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,52,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateCourse$2,98,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:admin_cannot_edit_course_that_does_not_exist()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCourse,69,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:an_admin_user_can_post_a_new_course()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCourse,70,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:an_admin_user_can_post_a_new_course()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCourse,71,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:an_admin_user_can_post_a_new_course()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postCourse,75,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:an_admin_user_can_post_a_new_course()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCourse,100,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:admin_can_edit_an_existing_course()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCourse,101,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:admin_can_edit_an_existing_course()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCourse,102,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:admin_can_edit_an_existing_course()]
CourseController.java,edu.ucsb.cs156.example.controllers.CourseController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateCourse,106,KILLED,edu.ucsb.cs156.example.controllers.CourseControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CourseControllerTests]/[method:admin_can_edit_an_existing_course()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allUCSBDates,43,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:logged_in_user_can_get_all_ucsbdates()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteUCSBDate,89,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_delete_a_date()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteUCSBDate,90,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_delete_a_date()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,54,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteUCSBDate$1,87,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_tries_to_delete_non_existant_ucsbdate_and_gets_right_error_message()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,52,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateUCSBDate$2,101,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_cannot_edit_ucsbdate_that_does_not_exist()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,72,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,73,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,74,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postUCSBDate,78,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,103,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,104,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,105,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateUCSBDate,109,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allRestaurants,39,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:logged_in_user_can_get_all_restaurants()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteRestaurant,79,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:admin_can_delete_a_date()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteRestaurant,80,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:admin_can_delete_a_date()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,50,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteRestaurant$1,77,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:admin_tries_to_delete_non_existant_restaurant_and_gets_right_error_message()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,48,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateRestaurant$2,91,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:admin_cannot_edit_restaurant_that_does_not_exist()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRestaurant,62,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:an_admin_user_can_post_a_new_restaurant()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRestaurant,63,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:an_admin_user_can_post_a_new_restaurant()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRestaurant,64,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:an_admin_user_can_post_a_new_restaurant()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postRestaurant,68,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:an_admin_user_can_post_a_new_restaurant()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateRestaurant,93,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:admin_can_edit_an_existing_restaurant()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateRestaurant,94,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:admin_can_edit_an_existing_restaurant()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateRestaurant,95,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:admin_can_edit_an_existing_restaurant()]
RestaurantController.java,edu.ucsb.cs156.example.controllers.RestaurantController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateRestaurant,99,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:admin_can_edit_an_existing_restaurant()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allCar,40,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:logged_in_user_can_get_all_cars()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteCar,81,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:admin_can_delete_a_car()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteCar,82,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:admin_can_delete_a_car()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,51,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteCar$1,79,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:admin_tries_to_delete_non_existant_car_and_gets_right_error_message()]
